AS      | CC | Registry | Allocated  | AS Name
53492   | US | arin     | 2010-05-18 | CVTYBGP2 - Coventry Health Care, Inc.,US
53493   | US | arin     | 2010-05-19 | JOEMC-1 - Jones Onslow Electric Membership Corporation,US
53494   | CA | arin     | 2010-05-20 | LANTE-2 - Lantern Hill IT Inc.,CA
53495   | US | arin     | 2010-05-20 | SICOM-ASN - SICOM Systems, Inc,US
53496   | US | arin     | 2010-05-20 | COREMETRICS-3 - IBM,US
53497   | US | arin     | 2010-05-20 | WEBPERCEPTION - WebPerception, LLC,US
53498   | US | arin     | 2010-05-20 | FORD-FOUNDATION - Ford Foundation,US
53499   | US | arin     | 2010-05-21 | MCLEOD-HEALTH - McLeod Health,US
53501   | US | arin     | 2014-06-12 | ACHGLOBAL - A Cappella Industries,US
53502   |    | arin     |            | -Reserved AS-,ZZ
53504   | US | arin     | 2010-05-21 | PULSENET-OPTIBAND - PulseNET,US
53506   |    | arin     |            | -Reserved AS-,ZZ
53507   | US | arin     | 2010-05-24 | MILLRY-TELCO - Millry Telephone Co Inc.,US
53508   | US | arin     | 2010-05-24 | CABLELYNX - Cablelynx,US
53509   | CA | arin     | 2010-05-25 | AS-XSTRATA-CAN-001 - Xstrata Canada Inc.,CA
53513   | US | arin     | 2010-05-25 | SKSRT - SPRUCE KNOB SENECA ROCKS TELEPHONE, INC.,US
53514   | US | arin     | 2010-05-25 | BMS-ASN - Blessey Marine Service, Inc.,US
53515   | US | arin     | 2010-05-26 | AMTELCO-204-27-231-AS - AMTELCO,US
53516   | US | arin     | 2010-05-26 | ROSENBERG-AND-ESTIS - Rosenberg & Estis P.C.,US
53517   | US | arin     | 2010-05-26 | ECOMATLANTIC - ECOM Atlantic, Inc.,US
53518   | US | arin     | 2010-05-26 | GTPH-ASN - Global Thematic Partners Holdings, LLC,US
53519   | US | arin     | 2010-05-27 | CMHC-ASN - Central Maine Medical Family,US
53521   | US | arin     | 2013-10-08 | CDS-200 - Complete Discovery Source,US
53523   | US | arin     | 2010-05-27 | MAP-COMMUNICATIONS - MAP Communications, Inc,US
53524   | US | arin     | 2010-05-28 | DYN-INTL - DYNCORP INTERNATIONAL LLC,US
53525   | CA | arin     | 2010-05-28 | VCOMP - Venture Computers of Canada,CA
53526   | PR | arin     | 2010-05-28 | JRTPRNET - Junta Reglamentadora de Telecomunicaciones de Puerto Rico,PR
53527   | US | arin     | 2010-05-28 | COUNTY-OF-LOS-ANGELES-SHERIFFS-DEPARTMENT - Los Angeles Sheriff_s Department,US
53528   | US | arin     | 2010-06-01 | SHARP-ASN - Sharp Electronics Corporation,US
53529   | US | arin     | 2010-06-01 | JCC-ASN - Jefferson County, Colorado,US
53530   | US | arin     | 2010-06-01 | MYRON-ASN - Myron Corp.,US
53533   | US | arin     | 2010-06-03 | ENTRA-3 - Entravision Communications Corporation,US
53534   | US | arin     | 2010-06-03 | SHOP1NET1 - Shopatron Inc,US
53535   | US | arin     | 2010-06-03 | ARIN-PFS-TOR - ARIN Operations,US
53536   | US | arin     | 2010-06-04 | PRINETIME - Prinetime Internet Solutions, LLC,US
53537   | US | arin     | 2010-06-04 | ISG-AS001 - ISG Software Group, LLC,US
53539   | CA | arin     | 2010-06-08 | PRAMERICAS - Hiram Walker-Gooderham & Worts Ltd.,CA
53540   | US | arin     | 2010-06-08 | MYPOINTS-VADC - MyPoints.com, Inc.,US
53542   | US | arin     | 2010-06-08 | MESNET - MERCHANT ESOLUTIONS, INC.,US
53543   | CA | arin     | 2010-06-09 | EVSL-NETWORKS - EVSL,CA
53544   | US | arin     | 2010-06-09 | NEWHO-38 - New Holland Capital, LLC,US
53547   | US | arin     | 2010-06-09 | LHH - Lee Hecht Harrison LLC,US
53549   | US | arin     | 2010-06-10 | HUSSEY-SEATING - Hussey Seating Company,US
53550   |    | arin     |            | -Reserved AS-,ZZ
53551   | US | arin     | 2010-06-10 | PCS-666 - Precision Computer Services,US
53552   |    | arin     |            | -Reserved AS-,ZZ
53553   | US | arin     | 2010-06-11 | PROACTIVETECHNOLOGIES - Proactive Technologies LLC,US
53554   | US | arin     | 2010-06-11 | NCUA-GOV---NATIONAL-CREDIT-UNION-ADMINISTRATION - National Credit Union Administration,US
53555   | US | arin     | 2010-06-11 | HLC-496 - Huntington Mark, LLC,US
53557   | US | arin     | 2010-06-11 | PITTS-18 - Pittsburgh Penguins,US
53559   | US | arin     | 2010-06-14 | ANONYMIZER - Anonymizer Inc.,US
53560   | US | arin     | 2012-12-27 | ENDO - Endo Pharmaceuticals Inc,US
53562   | US | arin     | 2010-06-14 | DRIVETIME - DriveTime,US
53563   | US | arin     | 2010-06-15 | XPLUSONE - X Plus One Solutions, Inc.,US
53564   | CA | arin     | 2010-06-15 | AS-EMPIRELIFE - Empire Life,CA
53565   | US | arin     | 2012-12-27 | MIOSOFT - MioSoft Corporation,US
53566   | CA | arin     | 2010-06-15 | GBCAAT - The George Brown College of Applied Arts and Technology,CA
53567   | US | arin     | 2010-06-15 | VOLSTATE - VOLstate, Inc.,US
53568   | US | arin     | 2010-06-16 | FRANKLIN-UNIVERSITY - Franklin University,US
53571   | US | arin     | 2012-12-27 | PCC-CORP - PRECISION CASTPARTS CORP,US
53572   | US | arin     | 2010-06-18 | JALLP - Jaffe & Asher LLP,US
53574   |    | arin     |            | -Reserved AS-,ZZ
53575   | US | arin     | 2010-06-18 | AUSTIN-COLLEGE - Austin College,US
53576   | US | arin     | 2010-06-21 | CALVERTHOSP - Calvert Memorial Hospital,US
53577   | US | arin     | 2010-06-21 | URSINUS - Ursinus College,US
53578   | US | arin     | 2010-06-21 | DISNEY-WDAS-AS - Disney Worldwide Services, Inc.,US
53579   | US | arin     | 2010-06-22 | FLP-5 - The Free Library of Philadelphia,US
53580   | US | arin     | 2010-06-22 | MARKETO - MARKETO,US
53581   | US | arin     | 2010-06-22 | INLANDFIBER - IF&D DATASUITES, LLC,US
53582   | US | arin     | 2010-06-23 | SOLFO - Solfo Inc.,US
53583   | CA | arin     | 2013-10-29 | WESTJET - Westjet Airlines Limited,CA
53585   | US | arin     | 2010-06-24 | NYSIF - The State Insurance Fund,US
53586   | US | arin     | 2010-06-24 | WITTE-1 - Wittenberg Telephone Company,US
53587   | US | arin     | 2014-06-12 | CLOUDDDOS - CLOUDDDOS TECHNOLOGY CO.,LIMITED,US
53589   | CA | arin     | 2010-06-30 | PLANETHOSTER-8 - PlanetHoster,CA
53590   | US | arin     | 2010-06-30 | ROSETTASTONE - Rosetta Stone, LTD.,US
53591   | US | arin     | 2010-07-01 | YTELL - Ytel, Inc.,US
53592   | US | arin     | 2010-07-01 | KEPOS - Kepos Capital LP,US
53593   | US | arin     | 2010-07-01 | FRC-NET - Five Rings, LLC,US
53594   | US | arin     | 2012-12-27 | HARGREAVES - Hargreaves Associates,US
53595   | US | arin     | 2010-07-01 | OSK - Oshkosh Corporation,US
53597   | US | arin     | 2012-04-04 | HOYOS-CONSULTING-LLC - Hoyos Consulting LLC,US
53598   |    | arin     |            | -Reserved AS-,ZZ
53599   | US | arin     | 2010-07-01 | KENOSHA-COUNTY-WI - Kenosha County,US
53600   | US | arin     | 2010-07-01 | CARESTREAMDENTAL-ATL1 - Carestream Dental LLC,US
53602   | US | arin     | 2010-08-06 | MILWAUKEE-ELECTRIC-TOOL-CORPORATION - Milwaukee Electric Tool Corporation,US
53603   | US | arin     | 2013-01-31 | MAHINDRA-SATYAM-CLV - Satyam Computer Services Ltd,US
53604   | US | arin     | 2010-08-06 | UAPB-AS - University of Arkansas at Pine Bluff,US
53605   | US | arin     | 2010-08-09 | PHOEN-56 - PhoenixNAP LLC,US
53606   | US | arin     | 2010-08-09 | FNI-PHX - Financial Network, Inc.,US
53607   | US | arin     | 2010-08-09 | SDCS-AS1 - Synergy Data Center & Services,US
53608   | US | arin     | 2010-08-09 | PARKTV - Park TV & Electronics, INC,US
53609   | US | arin     | 2010-08-10 | IOFFE - iOffer Corp.,US
53610   | US | arin     | 2010-08-10 | METRO-COMMUNICATIONS-COMPANY-INC - Metro Communications Company, Inc.,US
53612   | CA | arin     | 2010-08-11 | CARAT-NETWORKS - Carat Networks Inc,CA
53613   | US | arin     | 2010-08-11 | COURI12 - Courier Post,US
53614   | US | arin     | 2010-08-11 | BDF-MANCT - Bob_s Discount Furniture,US
53616   | US | arin     | 2010-08-11 | AESCOR - AES Corporation,US
53617   | US | arin     | 2010-08-12 | ECSFI - ECS Financial Services, Inc.,US
53618   | CA | arin     | 2010-08-13 | ADITY-OSH-AS - Aditya Birla Minacs Worldwide, Inc.,CA
53620   | US | arin     | 2012-12-28 | PINTEREST-808 - Pinterest, Inc.,US
53621   | US | arin     | 2010-08-13 | RADY-CHILDRENS-HOSPITAL-SAN-DIEGO - Rady Children_s Hospital - San Diego,US
53622   | US | arin     | 2010-08-16 | DGHM-ASN - Dalton, Greiner, Hartman, Maher & Co., LLC.,US
53623   | US | arin     | 2010-08-16 | AMERIDIAL - Ameridial, Inc,US
53624   | US | arin     | 2010-08-16 | VORYS-SATER-SEYMOUR-AND-PEASE-LLP - Vorys,Sater,Seymour and Pease LLP,US
53625   | CA | arin     | 2010-08-17 | EQUITABLE-LIFE-OF-CANADA - The Equitable Life Insurance Company of Canada,CA
53626   | US | arin     | 2010-08-17 | CORUS360 - Corus360,US
53627   |    | arin     |            | -Reserved AS-,ZZ
53628   | US | arin     | 2010-08-17 | APYLI-AS - Apyl Inc,US
53629   | US | arin     | 2010-08-17 | CNBT-AS - CITY NATIONAL BANK OF TAYLOR,US
53630   | US | arin     | 2010-08-19 | ANCER-AS1 - Abel Noser Solutions, Ltd.,US
53633   | US | arin     | 2010-10-08 | CARRIERIQ - Carrier IQ, Inc.,US
53634   | US | arin     | 2010-10-08 | AMDAF-AS - AM-DAF,US
53635   | US | arin     | 2010-10-08 | EVERNOTE-US - Evernote Corporation.,US
53637   | US | arin     | 2010-10-08 | BASS3 - BBA Aviation USA, Inc.,US
53638   | US | arin     | 2010-10-08 | ALACHUA-COUNTY-BOCC - Alachua County BOCC,US
53639   | US | arin     | 2010-10-08 | VNB-WAYNE - Valley National Bank,US
53640   | US | arin     | 2010-10-08 | VNB-RIDGEFIELD - Valley National Bank,US
53641   | US | arin     | 2012-08-01 | TOMALESBAYLAN - Tomales Bay LAN, LLC,US
53642   | PR | arin     | 2010-11-11 | AHM-PR - American Health Medicare,PR
53643   | US | arin     | 2010-11-11 | HITSTECH-NET - HIT Solutions, LLC,US
53645   |    | arin     |            | -Reserved AS-,ZZ
53646   | US | arin     | 2010-11-12 | HARRIS-BROADBAND - Harris Broadband L.P.,US
53647   | US | arin     | 2010-11-15 | CARPENTER-TECH - Carpenter Technology Corporation,US
53648   | US | arin     | 2010-11-15 | PWRHSE - The PowerHouse Network,US
53649   | US | arin     | 2010-11-15 | THEAD-14 - Montgomery Advertiser,US
53650   | US | arin     | 2010-11-15 | LPS-7 - Black Knight IP Holding Company, LLC,US
53651   |    | arin     |            | -Reserved AS-,ZZ
53652   | US | arin     | 2010-11-16 | PMDC - Providence Management and Development Company Incorporated,US
53654   | US | arin     | 2010-11-17 | ROLET - Rolet Internet Services, Inc,US
53655   | US | arin     | 2010-11-17 | ACCTL - Advanced Call Center Technologies, LLC,US
53656   | US | arin     | 2010-11-17 | FINGER-LAKES-HEALTH - Finger Lakes Health,US
53657   |    | arin     |            | -Reserved AS-,ZZ
53658   | US | arin     | 2013-06-06 | SOCKETLABS - Socketlabs, Inc.,US
53659   | US | arin     | 2010-11-17 | STRATITSPHERE-DCS - StratITsphere Data Center Solutions, LLC,US
53661   | CA | arin     | 2010-11-17 | PPI - PPI,CA
53663   | US | arin     | 2010-11-18 | ABT-INET - ADAMS BANK & TRUST,US
53665   | US | arin     | 2010-11-19 | BODIS-1 - Bodis, LLC,US
53667   | US | arin     | 2010-11-19 | PONYNET - FranTech Solutions,US
53668   | US | arin     | 2010-11-19 | WATER-90 - WATER ISLAND CAPITAL, LLC,US
53669   | US | arin     | 2014-12-03 | EOC-ASN - Everyone Counts, Inc.,US
53670   | US | arin     | 2010-11-19 | COMTECH21-AEON-BOSTON - Prescient Worldwide,US
53674   | US | arin     | 2010-11-22 | KYVONAS-01 - Kyvon,US
53675   | US | arin     | 2010-11-22 | HANCOCKINET-1 - Hancock Bank,US
53676   | US | arin     | 2010-11-22 | EMERALD - Emerald Publications,US
53677   | US | arin     | 2013-10-16 | BOLTHOUSE-FARMS - WM. BOLTHOUSE FARMS, INC.,US
53678   | US | arin     | 2010-11-22 | VASTCOM - Vast.com, Inc,US
53681   | US | arin     | 2010-11-23 | TAYLO-67 - TAYLOR WOODS CAPITAL MANAGEMENT LLC,US
53682   | US | arin     | 2010-11-23 | COLO-1 - Ntiva, Inc,US
53684   | US | arin     | 2010-11-24 | FLASHPOINT-SC-AS-1 - Flashpoint Informatics Incorporated,US
53685   | US | arin     | 2013-01-02 | LFR1 - LONG AND FOSTER REALTY,US
53686   | US | arin     | 2010-11-24 | ASN-CC-877 - Clearesult Consulting Inc.,US
53687   | US | arin     | 2010-11-24 | DNI-AS - DataComm Networks Inc.,US
53689   | US | arin     | 2010-11-24 | AS-FINCAHQ - FINCA International, Inc.,US
53690   | US | arin     | 2010-11-24 | AVAILITY-1 - Availity,US
53691   | US | arin     | 2011-03-23 | ISN-4 - Interop Show Network,US
53692   | US | arin     | 2011-03-23 | ISN-4 - Interop Show Network,US
53693   | US | arin     | 2011-04-27 | RAA-NYC-NET - Ralph Appelbaum Associates, Inc.,US
53695   | US | arin     | 2011-04-27 | SIUE - Southern Illinois University at Edwardsville,US
53696   | US | arin     | 2011-04-27 | YUME-NB - YUME,US
53697   | US | arin     | 2011-04-27 | MOHELA - MOHELA,US
53698   | US | arin     | 2014-06-12 | PHOENIX-IX - Phoenix-IX Corporation,US
53699   | US | arin     | 2011-04-28 | BTI-ASN - Broadband Telecom Inc,US
53700   | US | arin     | 2011-04-28 | DRANGRID - DRAN Grid Networks, LLC,US
53701   | US | arin     | 2011-04-29 | TRINITY-WASHINGTON-UNIVERSITY - Trinity Washington University,US
53702   | US | arin     | 2011-04-29 | GROUPON-CHI - Groupon, Inc.,US
53703   | US | arin     | 2011-04-29 | JMZ-CORPORATION - KwiKom Communications,US
53705   | US | arin     | 2011-04-29 | CARTERENERGY-HQDC - CarterEnergy Corporation,US
53706   | US | arin     | 2011-04-29 | ARISE-VIRTUAL-SOLUTIONS-INC - Arise Virtual Solutions Inc.,US
53707   | US | arin     | 2011-05-03 | KINGSLAND - Kings Bay Communications, Inc.,US
53708   | US | arin     | 2011-04-29 | IOVATION2 - iovation, Inc.,US
53709   | US | arin     | 2011-04-29 | SPORTING-KC - ONGOAL, LLC,US
53710   | US | arin     | 2011-05-02 | OWENS-CORNING - Owens-Corning,US
53712   | US | arin     | 2011-05-02 | WMCLLP - Wellington Management Company, LLP,US
53713   | US | arin     | 2011-05-02 | NATIONAL-CEMENT - National Cement Company,US
53714   | CA | arin     | 2011-05-02 | LONDONDRUGS - London Drugs Limited,CA
53715   |    | arin     |            | -Reserved AS-,ZZ
53716   | US | arin     | 2011-05-02 | TWI-TAHOE - Tiffworks.com, Inc.,US
53717   | US | arin     | 2011-05-02 | ICGLINK - ICG Link, Inc.,US
53718   | US | arin     | 2011-05-02 | ECH-AS - Evangelical Community Hospital,US
53719   | US | arin     | 2011-05-03 | MAINSTREAM-TECHNOLOGIES-LRDC - Mainstream Technologies, Inc.,US
53720   | US | arin     | 2011-05-03 | SUPERIORTECH - Superior Technology Solutions LLC,US
53721   | US | arin     | 2011-05-03 | CORE-DATACENTER - Coretelligent, LLC,US
53722   | US | arin     | 2011-05-03 | SOCIAL-SCIENTIC-SYSTEMS - Social & Scientific Systems, Inc.,US
53723   | US | arin     | 2011-05-03 | FAST2500 - Fast Lane Communications LLC,US
53724   | US | arin     | 2011-05-03 | MNSCHOOLBUS-AS - Minnesota School of Business,US
53725   | US | arin     | 2011-05-03 | PBF-ASN - PBF Holding Company LLC,US
53726   | US | arin     | 2011-05-03 | NEXBA-1-BGP - neXband Communications. Inc.,US
53727   | US | arin     | 2011-05-04 | NETSYS-GLOBAL-AS - Netsys Global Telecom Limited,US
53728   | US | arin     | 2011-05-04 | FAST-PC-NETWORKS-CORPORATION - Fast PC Networks Corporation,US
53729   | US | arin     | 2011-05-04 | GESA-CU-ASN - Gesa Credit Union,US
53732   | CA | arin     | 2011-05-05 | INNSYS - InnSys Incorporated,CA
53734   | US | arin     | 2011-05-05 | GSC-FORTCOLLINS - Gannett Supply Corp. - Fort Collins, CO,US
53735   | US | arin     | 2011-05-05 | BLOOM-ENERGY - Bloom Energy,US
53737   | CA | arin     | 2011-05-06 | PVC-ASN - PET VALU CANADA INC,CA
53739   | US | arin     | 2011-05-06 | ISTINC - International Science and Technology, Inc.,US
53740   | US | arin     | 2013-10-16 | PEERINGEXCHANGE - Peering Exchange, LLC,US
53741   |    | arin     |            | -Reserved AS-,ZZ
53743   | US | arin     | 2011-05-09 | RCIS-COM - Rural Community Insurance Services,US
53744   | US | arin     | 2011-05-09 | INTELLYS-TX1 - Intellys Corporation,US
53745   | US | arin     | 2011-05-09 | CROSSINGINC-NET - Crossing Automation Inc.,US
53746   | US | arin     | 2011-05-09 | ASBASN - American Savings Bank, FSB,US
53747   | US | arin     | 2011-05-09 | WSSD-1-ASN - Wall Street Systems Delaware, Inc,US
53748   | US | arin     | 2011-05-09 | UMCSN-AS - University Medical Center of Southern Nevada,US
53749   | US | arin     | 2011-05-10 | MWT - Midwest Tape,US
53751   | US | arin     | 2011-05-10 | RCS - RICHMOND COMMUNITY SERVICES FOUNDATION, INC.,US
53752   | US | arin     | 2011-05-10 | USDIGITAL - US Digital,US
53753   | US | arin     | 2011-05-10 | LIFTING-GEAR-HIRE-CORP - Lifting Gear Hire Corporation,US
53754   | US | arin     | 2011-05-10 | LCPA-AS - Lincoln Center for the Performing Arts, Inc.,US
53755   | US | arin     | 2011-05-10 | IOFLOOD - Input Output Flood LLC,US
53756   | CA | arin     | 2011-05-10 | AS-PROSPECTION-QC - Prospection Inc.,CA
53757   | CA | arin     | 2011-05-11 | UNILINK - Unilink Networks Inc.,CA
53758   | US | arin     | 2011-05-11 | STANACARD - Stanacard LLC,US
53759   | US | arin     | 2011-05-12 | VND - Visual Net Design LC,US
53760   | US | arin     | 2011-05-12 | XT-NEWORLEANS - Xenir, LLC,US
53761   | US | arin     | 2011-05-12 | LFUSA - LF USA Inc.,US
53763   | US | arin     | 2011-05-12 | RX30-COM - Transaction Data Systems, Inc.,US
53764   | PR | arin     | 2011-05-12 | DMWIRELESS - DM Wireless,PR
53765   | US | arin     | 2011-05-12 | SFFEDCU - San Francisco Federal Credit Union,US
53766   | US | arin     | 2014-06-12 | VELOCLOUD - VeloCloud Networks, Inc.,US
53767   | US | arin     | 2011-05-13 | ICASTCENTER - iCastCenter,US
53768   | US | arin     | 2011-05-13 | LABCORP - Laboratory Corporation of America,US
53769   | US | arin     | 2011-05-13 | BBKLAW - Best Best & Krieger LLP,US
5377    | LT | ripencc  |            | TAIDE-EMEA Astrium Services Enterprises AS,LT
53770   | US | arin     | 2011-05-16 | IQOR-AS - iQor US Inc.,US
53771   |    | arin     |            | -Reserved AS-,ZZ
53772   | US | arin     | 2011-05-16 | TEMPE-UNION-HS-DIST-213 - Tempe Union High School District 
53773   | US | arin     | 2011-05-16 | EN-POINTE-COLLABORATION-SOLUTIONS-LA1 - Collab9 Inc,US
53774   | US | arin     | 2011-05-17 | SHOPMAS-1 - Shopmetrics, Inc,US
53776   | US | arin     | 2011-05-17 | SPECTRUMRETIREMENT - Spectrum Retirement Communities, L.L.C.,US
53777   | US | arin     | 2011-05-17 | FWPARKER - Francis W. Parker School,US
53778   | US | arin     | 2011-05-17 | BCML-ASN - Berenberg Capital Markets, LLC,US
53779   | US | arin     | 2011-05-24 | BOMGAR - Bomgar Corporation,US
53780   | US | arin     | 2011-05-24 | ASAPPRIVER - APPRIVER LLC,US
53781   | US | arin     | 2013-09-18 | HHE-ASN - HOLLY HUNT Enterprises, Inc.,US
53782   | US | arin     | 2011-05-25 | PCOASTP - Pacific Coast Producers,US
53784   | US | arin     | 2011-05-25 | SNHHS - Southern New Hampshire Health System,US
53785   | US | arin     | 2011-05-25 | UNC-GREENSBORO - University of North Carolina at Greensboro,US
53786   | US | arin     | 2011-05-25 | LHSYS-NA - Lufthansa Systems Infrastructure Services, Inc,US
53787   | US | arin     | 2011-05-26 | TREASUREISLAND - Treasure Island, LLC,US
53788   |    | arin     |            | -Reserved AS-,ZZ
53789   | US | arin     | 2011-05-26 | LEBANON-OR - City of Lebanon,US
5379    | MK | ripencc  |            | MK-UKIM-AS Univerzitet _Sv. Kiril i Metodij_,MK
53791   | CA | arin     | 2015-01-27 | TRUESPEED-ASN - Truespeed Internet Services,CA
53792   | CA | arin     | 2011-05-26 | CMCC - Canadian Museum of Civilization,CA
53793   | US | arin     | 2011-05-26 | ACLI - ACLI,US
53794   | US | arin     | 2011-05-26 | SDSHERIFF - SDSO,US
53796   | US | arin     | 2011-05-27 | MCH - Miami Children_s Hospital,US
53797   | US | arin     | 2011-05-27 | PINPOINTE-N1 - Pinpointe On-Demand, Inc.,US
53799   | US | arin     | 2011-05-31 | NAHB1201 - NAHB,US
5380    | UA | ripencc  |            | MONOLIT ISP,UA
53800   | CA | arin     | 2015-01-27 | ACHIEVERS-NET1 - Achievers,CA
53802   | US | arin     | 2011-05-31 | 382-COM - 382 Communications Corporation,US
53803   | US | arin     | 2011-05-31 | PARAGONARS - Paragon Asset Recovery Services, Inc.,US
53804   | US | arin     | 2011-06-01 | ACTIVE-ASN1 - Active Network LLC,US
53805   | US | arin     | 2011-06-01 | WI-LINC - Wireless Linc,US
53806   | US | arin     | 2011-06-01 | ASDUWLT - DELOITTE SERVICES - SLTC,US
53807   | US | arin     | 2011-06-01 | SNV-CORP - Ariba Inc,US
53808   | US | arin     | 2011-06-01 | SMSPROTECH - SMS ProTECH, Inc.,US
53809   | US | arin     | 2011-06-01 | TTUHSC-ELP - Texas Tech University Health Sciences Center at El Paso,US
5381    | NO | ripencc  |            | POWTECH-AS PowerTech Information Systems AS,NO
53811   | US | arin     | 2011-06-02 | SFCL-HNP - San Francisco Chronicle, LLC,US
53813   | US | arin     | 2011-06-03 | ZSCALER-INC - ZSCALER, INC.,US
53814   | US | arin     | 2011-06-03 | BGP - Lafayette Federal Credit Union - NET Telcos, Inc,US
53817   | US | arin     | 2011-06-03 | WOWACCESS - WOW Access,US
53819   | US | arin     | 2011-06-03 | PICTOMETRY-1 - PICTOMETRY INTERNATIONAL CORP.,US
5382    | IT | ripencc  |            | TELESYSTEM-NET PLANET SERVICE SRL,IT
53820   | US | arin     | 2011-06-03 | SAZZE - Sazze, Inc,US
53821   | US | arin     | 2011-07-05 | CPS-TAM-DTINET - Chase Paymentech Solutions, LLC,US
53822   | US | arin     | 2011-07-05 | MDX-MEDICAL - MDx Medical,US
53823   | US | arin     | 2011-07-05 | SMTA - Scio Mutual Telephone Association,US
53824   | US | arin     | 2011-07-05 | LIQUID-WEB-INC2 - Liquid Web, Inc.,US
53825   | US | arin     | 2011-07-05 | ACMC-AS - ALAMEDA COUNTY MEDICAL CENTER,US
53826   | US | arin     | 2011-07-06 | FCM - Flag Capital Management, LLC,US
53827   | US | arin     | 2011-07-06 | IPREMISE - iPremise, Inc.,US
53828   | US | arin     | 2011-07-06 | NITEL - NETWORK INNOVATIONS, INC.,US
53829   | CA | arin     | 2011-07-06 | BELL-MEDIA - CTV Television Network Limited,CA
53830   | US | arin     | 2011-07-07 | VPDC-1 - Artisan Infrastructure Inc,US
53831   | US | arin     | 2013-01-02 | SQUARESPACE - Squarespace, Inc.,US
53832   | US | arin     | 2011-07-07 | ASN-BOYCOM - Boycom Cablevision,US
53834   | US | arin     | 2011-07-07 | DINCL - dinCloud Inc.,US
53836   | US | arin     | 2011-07-08 | SPROCKETAZ - Sprocket Communications, LLC,US
53837   | US | arin     | 2011-07-08 | SBDN-AS - ServedBy the Net, LLC.,US
53838   | US | arin     | 2011-07-08 | BEACHBODYUS1 - Beachbody, LLC,US
53839   | US | arin     | 2011-07-08 | GOK201106 - Geokinetics Inc.,US
5384    | AE | ripencc  |            | EMIRATES-INTERNET Emirates Telecommunications Corporation,AE
53840   | US | arin     | 2011-07-08 | AS-CCI1 - Central Coast Internet,US
53841   | US | arin     | 2011-07-11 | RAMHOST - RAM Host,US
53842   | US | arin     | 2011-07-12 | DMSERVICES - Vivastreet.com,US
53844   | US | arin     | 2011-07-12 | ERT-01 - eTrigue Corporation,US
53845   | US | arin     | 2011-07-13 | BBDTEL - Broadband Dynamics, LLC,US
53847   | US | arin     | 2011-07-13 | CEDEXIS - Cedexis Inc,US
5385    | AT | ripencc  |            | RUSSMEDIA-IT Russmedia IT GmbH,AT
53850   | US | arin     | 2011-07-14 | GORILLASERVERS - GorillaServers, Inc.,US
53851   | US | arin     | 2011-07-14 | PAMPEREDCHEF - The Pampered Chef, Ltd.,US
53854   | US | arin     | 2014-09-05 | GHGSC-AS1 - Griffin Health Services Corp.,US
53855   | US | arin     | 2011-07-15 | UNITEDENVELOPE - United Envelope, LLC,US
53857   | US | arin     | 2011-07-15 | OPUS-3 - OPUS-3,US
53858   | US | arin     | 2011-07-15 | BAYCARE-HEALTH-SYSTEM - Baycare Health System,US
53859   | US | arin     | 2011-07-15 | URC - Universal Remote Control, Inc.,US
5386    | RU | ripencc  |            | COSMOS-SN-AS Space Research Institute of Russian Academy of Sciences,RU
53861   | US | arin     | 2011-07-18 | AS-KGIX - KGIX,US
53862   | US | arin     | 2011-07-18 | MCDANIELCOLLEGE - McDaniel College,US
53865   | US | arin     | 2011-07-18 | PEER-POINT - Peer-Point Services, LLC.,US
53867   | US | arin     | 2011-07-21 | MILFORD - SYNERGY BROADBAND,US
53868   | CA | arin     | 2013-11-20 | PAL-ASN - PAL Aerospace Ltd,CA
53869   | US | arin     | 2011-07-21 | KRYPTIQ - Kryptiq Corporation,US
5387    | RU | ripencc  |            | NSC Institute of Computational Technologies of SB RAS,RU
53871   | US | arin     | 2011-07-21 | DELTEK-NET - Deltek, Inc.,US
53872   | US | arin     | 2011-07-21 | ASNTWO-AND-ASNTHREE - Telinta, Inc.,US
53873   | US | arin     | 2011-07-22 | SATC-AS1 - SATC Co-Location Services, LP,US
53874   | US | arin     | 2011-07-22 | CYTEL - Cytel Inc,US
53875   | US | arin     | 2011-07-22 | TAMU-AS-1 - Texas A&M University,US
53877   | CA | arin     | 2011-07-22 | RN-9-AS - Rhyzome Networks,CA
53878   | US | arin     | 2011-07-22 | EMC-AS - EMC,US
5388    | GB | ripencc  |            | ENERGIS-AS Cable & Wireless UK P.U.C.,GB
53880   | US | arin     | 2011-07-22 | VNSNY-AS - Visiting Nurse Service of New York,US
53881   | US | arin     | 2011-07-22 | JCT-AS01 - JOHN CHRISTNER TRUCKING,US
53882   | US | arin     | 2011-07-22 | COMMUNITECT - Communitect, Inc,US
53883   | US | arin     | 2011-07-22 | NEWPARK-RESOURCES - Newpark Resources, Inc.,US
53884   | US | arin     | 2011-07-25 | I3-ENTERACLOUD - Enteracloud Solutions,US
53885   | US | arin     | 2011-07-25 | SPILLMAN - Spillman Technologies, Inc.,US
53886   | US | arin     | 2011-07-26 | USA-LEVITON-MANUFACTURING - Leviton,US
53887   | US | arin     | 2011-07-26 | OIC-EUG - Oregon Ice Cream, LLC,US
53888   | US | arin     | 2011-07-26 | RPA-ASN - RUBIN POSTAER AND ASSOCIATES,US
53889   | US | arin     | 2011-07-26 | MICFO - Micfo, LLC.,US
53890   | US | arin     | 2011-07-26 | VITU-49 - Virtuoso, Ltd.,US
